word,part_of_speech,phonetic,definition,example,synonyms,antonyms,usage_notes,audio_url,image_url,level
commute,verb,/kəˈmjuːt/,,@              exchange positions without a change in value,transpose;permute;convert;exchange;change,,transpose | travel | change by reversal | change | replace | map | break;capitalize;launder;rectify;utilize | hypernyms:change;travel;change by reversal;replace | hyponyms:live out;map;break;capitalize;launder;rectify;utilize,,,托福雅思词汇
conceal,verb,/kənˈsiːl/,忍住,keep from being perceived by others,hide;hold back;hold in,show,occult | hyponyms:bosom;bury;cover;disguise;harbor;lurk;obscure;obstruct;secrete;sweep under the rug;veil;occult,,,托福雅思词汇
conserve,verb,/kənˈsɜːv/,,preserve with sugar,preserve;maintain;keep up;husband;economize;economise,waste,keep | save | preserve | retrench | hypernyms:keep;save;preserve | hyponyms:embalm;hold the line;plastinate;retrench,,,托福雅思词汇
conserve,verb,/kənˈsɜːv/,谨慎使用，节约使用,I try to economize my spare time,preserve;maintain;keep up;husband;economize;economise,waste,keep | save | preserve | retrench | hypernyms:keep;save;preserve | hyponyms:embalm;hold the line;plastinate;retrench,,,托福雅思词汇
conserve,verb,/kənˈsɜːv/,妥善保管，防止损坏、腐烂、丢失或损毁。,We preserve these archeological findings,preserve;maintain;keep up;husband;economize;economise,waste,preserve | keep | save | retrench | hypernyms:keep;save;preserve | hyponyms:embalm;hold the line;plastinate;retrench,,,托福雅思词汇
contemplate,verb,/kɒntəmpleɪt/,若有所思地看着,observe deep in thought,study;meditate;chew over;think over;ponder;excogitate;muse;reflect;mull;mull over;ruminate;speculate,,consider | think | bethink;cogitate;introspect;premeditate;puzzle;study;theologize;wonder | hypernyms:view;consider;think | hyponyms:entertain;bethink;cogitate;introspect;premeditate;puzzle;study;theologize;wonder,,,托福雅思词汇
convey,verb,/kənˈveɪ/,（信息的）公开,pass on,carry;express;transmit;communicate;impart;conduct;channel;bring;take;get;fetch,take away,communicate | transfer | bring | transport | transmit | quantify | bring in;pipe in;retransmit;wash up | ferry;fetch;impart;land;return;transit;tube;whisk | deliver;retrieve;retrieve | hypernyms:impart;communicate;transfer;bring;transport;transmit | hyponyms:breathe;express;flash;hint;look;mean;say;thank;quantify;communicate;bring in;pipe in;retransmit;wash up;ferry;fetch;impart;land;return;transit;tube;whisk;deliver;retrieve,,,托福雅思词汇
corrode,verb,kəˈrəʊd,被水、空气或酸等腐蚀性物质破坏,The metal corroded,eat;rust,,decay | hypernyms:damage;decay | hyponyms:fret,,,托福雅思词汇
corrode,verb,kəˈrəʊd,因水、空气或酸的作用而变质,The acid corroded the metal,eat;rust,,eat | decay | hypernyms:damage;decay | hyponyms:fret,,,托福雅思词汇
decipher,verb,/dɪˈsaɪfə/,费力地阅读,Can you decipher this letter?,decode;decrypt;trace,encode,read | hypernyms:rewrite;read,,,托福雅思词汇
decline,verb,/dɪˈklaɪn/,贬值,the stock market corrected,worsen;refuse;reject;pass up;turn down;go down;wane;slump;correct,better;accept,slump | correct | react | decrease | drop | descend | inflect | bounce;dishonor | contract out;disobey;regret;reject;repudiate | dip;drop;wear on | dip | hypernyms:change state;react;decrease;drop;descend;inflect | hyponyms:deprive;devolve;fail;inflame;regress;sicken;slip;suffer;tumble;turn down;bounce;dishonor;contract out;disobey;regret;reject;repudiate;dip;drop;wear on,,,托福雅思词汇
demonstrate,verb,/ˈdɛmənstreɪt/,抗议游行,take part in a demonstration,show;demo;exhibit;present;prove;establish;shew;attest;certify;manifest;evidence;march,disprove,confirm | testify | protest | negate;prove;prove oneself;stultify | authenticate;condemn;notarize;reflect;reflect | picket | hypernyms:show;confirm;testify;protest | hyponyms:bring home;negate;prove;prove oneself;stultify;authenticate;condemn;notarize;reflect;picket,,,托福雅思词汇
deny,verb,/dɪˈnaɪ/,声明不实,contradict,refuse;abnegate;traverse,admit;allow,disown | withhold | keep | control | disavow | abnegate | hypernyms:contradict;disown;withhold;keep;control;disavow | hyponyms:disavow;disclaim;repudiate;abnegate;withhold,,,托福雅思词汇
deny,verb,/dɪˈnaɪ/,拒绝接受或相信,He denied his fatal illness,refuse;abnegate;traverse,admit;allow,disown | withhold | keep | control | disavow | abnegate | hypernyms:contradict;disown;withhold;keep;control;disavow | hyponyms:disavow;disclaim;repudiate;abnegate;withhold,,,托福雅思词汇
deny,verb,/dɪˈnaɪ/,拒绝承认,Peter denied Jesus,refuse;abnegate;traverse,admit;allow,disown | withhold | keep | control | disavow | abnegate | hypernyms:contradict;disown;withhold;keep;control;disavow | hyponyms:disavow;disclaim;repudiate;abnegate;withhold,,,托福雅思词汇
deny,verb,/dɪˈnaɪ/,不让拥有,She denies me every pleasure,refuse;abnegate;traverse,admit;allow,disown | withhold | keep | control | disavow | abnegate | hypernyms:contradict;disown;withhold;keep;control;disavow | hyponyms:disavow;disclaim;repudiate;abnegate;withhold,,,托福雅思词汇
deny,verb,/dɪˈnaɪ/,克制自己（某物）,"restrain, especially from indulging in some pleasure",refuse;abnegate;traverse,admit;allow,abnegate | disown | withhold | keep | control | disavow | hypernyms:contradict;disown;withhold;keep;control;disavow | hyponyms:disavow;disclaim;repudiate;abnegate;withhold,,,托福雅思词汇
deny,verb,/dɪˈnaɪ/,拒绝批准（如请愿或请求）,The dean denied the students' request for more physics courses,refuse;abnegate;traverse,admit;allow,disown | withhold | keep | control | disavow | abnegate | hypernyms:contradict;disown;withhold;keep;control;disavow | hyponyms:disavow;disclaim;repudiate;abnegate;withhold,,,托福雅思词汇
detect,verb,/dɪˈtɛkt/,发现或确定存在、出现或事实,She detected high levels of lead in her drinking water,observe;find;discover;notice,,hypernyms:spy | hyponyms:find out;instantiate;see;sense;trace,,,托福雅思词汇
deter,verb,dɪˈtɜː,尽量避免,show opposition to,discourage;dissuade,persuade,discourage | rede | hypernyms:disapprove;rede | hyponyms:talk out of,,,托福雅思词汇
detoxify,verb,/diːˈtɒksɪfaɪ/,,remove poison from,detoxicate;detox,,treat | hypernyms:remove;treat,,,托福雅思词汇
digress,verb,/daɪˈɡrɛs/,偏离主题,She always digresses when telling a story,stray;divagate;wander;sidetrack;depart;straggle,,deviate | hypernyms:tell;deviate,,,托福雅思词汇
distribute,verb,/dɪˈstɹɪbjuːt/,少量分发或授予,administer critical remarks to everyone present,administer;mete out;deal;parcel out;lot;dispense;shell out;deal out;dish out;allot;dole out;spread;give out;hand out;pass out;circulate;pass around;pass on;circularize;circularise;disseminate;propagate;broadcast;diffuse;disperse;stagger,gather,transfer | give | move | publicize | spread | exist | be | arrange | deploy;diffuse;discharge;export;generalize;metastasize;propagate;redistribute;sprawl;strew | issue;reticulate | share | send around;spread;utter | carry;podcast;popularize;sow | hypernyms:give;transfer;move;publicize;spread;exist;be;arrange | hyponyms:assign;deal;give;reallot;deploy;diffuse;discharge;export;generalize;metastasize;propagate;redistribute;sprawl;strew;issue;reticulate;share;send around;spread;utter;carry;podcast;popularize;sow,,,托福雅思词汇
downsize,verb,/ˈdaʊnsaɪz/,（公司）裁员,the company downsized its research staff,,,shrink | reduce | hypernyms:furlough;shrink;reduce,,,托福雅思词汇
downsize,verb,/ˈdaʊnsaɪz/,设计或制造更小尺寸,the car makers downsized the SUVs when fuel became very expensive,,,shrink | reduce | hypernyms:furlough;shrink;reduce,,,托福雅思词汇
enforce,verb,ɪnˈfɔːs,迫使以某种方式行事,Social relations impose courtesy,implement;apply;impose,exempt,impose | compel | hypernyms:compel | hyponyms:execute;run,,,托福雅思词汇
enhance,verb,ɪnˈhɑːns,增加,This will enhance your enjoyment,heighten;raise,,better | follow up;touch up | hypernyms:intensify;better | hyponyms:potentiate;follow up;touch up,,,托福雅思词汇
enhance,verb,ɪnˈhɑːns,改善或美化,This sauce will enhance the flavor of the meat,heighten;raise,,better | follow up;touch up | hypernyms:intensify;better | hyponyms:potentiate;follow up;touch up,,,托福雅思词汇
evaluate,verb,ɪˈvæl.ju.eɪt,形成批判性观点,I cannot judge some works of modern art,measure;valuate;assess;appraise;value;pass judgment;judge,,pass judgment | think | accept;approve;assign;calculate;choose;declare;disapprove;disapprove;expect;fail;impute;measure;pass;prejudge;rate;reappraise;reject;review;stand;test;think | hypernyms:evaluate;think | hyponyms:censor;grade;praise;rate;reassess;standardize;accept;approve;assign;calculate;choose;declare;disapprove;expect;fail;impute;measure;pass;prejudge;reappraise;reject;review;stand;test;think,,,托福雅思词汇
exclude,verb,ɪkˈskluːd,防止被纳入、考虑或接受,The bad results were excluded from the report,except;leave out;leave off;omit;take out;keep out;shut out;shut;bar;debar;eject;chuck out;turf out;boot out;turn out,include;admit,except | prevent | miss | forbid | expel | excommunicate;lock out;ostracize | bounce;evict;evict;exorcise;show the door | hypernyms:extinguish;prevent;miss;forbid;expel | hyponyms:elide;excommunicate;lock out;ostracize;bounce;evict;exorcise;show the door,,,托福雅思词汇
exclude,verb,ɪkˈskluːd,防止进入,shut out,except;leave out;leave off;omit;take out;keep out;shut out;shut;bar;debar;eject;chuck out;turf out;boot out;turn out,include;admit,prevent | miss | forbid | expel | excommunicate;lock out;ostracize | bounce;evict;evict;exorcise;show the door | hypernyms:extinguish;prevent;miss;forbid;expel | hyponyms:elide;excommunicate;lock out;ostracize;bounce;evict;exorcise;show the door,,,托福雅思词汇
exploit,verb,/ɪkˈsplɔɪt/,利用,He exploit the new taxation system,work;tap;overwork,,use | work | commercialize;harness;maximize;milk;mine;overexploit;quarry | overdrive | hypernyms:use;work | hyponyms:avail;make hay;play;prey;use;commercialize;harness;maximize;milk;mine;overexploit;quarry;overdrive,,,托福雅思词汇
exploit,verb,/ɪkˈsplɔɪt/,汲取,make good use of,work;tap;overwork,,tap | use | work | commercialize;harness;maximize;milk;mine;overexploit;quarry | overdrive | hypernyms:use;work | hyponyms:avail;make hay;play;prey;use;commercialize;harness;maximize;milk;mine;overexploit;quarry;overdrive,,,托福雅思词汇
expose,verb,/ɪkˈspəʊz/,露天遗弃,The infant was exposed by the teenage mother,unwrap;disclose;let on;bring out;reveal;discover;divulge;break;give away;let out;exhibit;display;uncover;queer;scupper;endanger;peril;debunk,cover,tell | show | uncover | affect | subject | ridicule | abandon | betray;blackwash;blow;come out of the closet;confide;leak;muckrake;out;reveal;spill the beans;spring | bench;brandish;flaunt;hold up;model;model;moon;open;pillory;produce | bare;unclothe;undrape;unmask;unveil;unwrap | face | compromise | overexpose;underexpose | unmask | hypernyms:subject;tell;show;uncover;affect;ridicule;abandon | hyponyms:air out;overexpose;sun;underexpose;ventilate;betray;blackwash;blow;come out of the closet;confide;leak;muckrake;out;reveal;spill the beans;spring;bench;brandish;flaunt;hold up;model;moon;open;pillory;produce;bare;unclothe;undrape;unmask;unveil;unwrap;face;compromise,,,托福雅思词汇
expose,verb,/ɪkˈspəʊz/,暴露或使其易于受到某种行动或影响,Expose your students to art,unwrap;disclose;let on;bring out;reveal;discover;divulge;break;give away;let out;exhibit;display;uncover;queer;scupper;endanger;peril;debunk,cover,tell | show | uncover | affect | subject | ridicule | abandon | betray;blackwash;blow;come out of the closet;confide;leak;muckrake;out;reveal;spill the beans;spring | bench;brandish;flaunt;hold up;model;model;moon;open;pillory;produce | bare;unclothe;undrape;unmask;unveil;unwrap | face | compromise | overexpose;underexpose | unmask | hypernyms:subject;tell;show;uncover;affect;ridicule;abandon | hyponyms:air out;overexpose;sun;underexpose;ventilate;betray;blackwash;blow;come out of the closet;confide;leak;muckrake;out;reveal;spill the beans;spring;bench;brandish;flaunt;hold up;model;moon;open;pillory;produce;bare;unclothe;undrape;unmask;unveil;unwrap;face;compromise,,,托福雅思词汇
expose,verb,/ɪkˈspəʊz/,展示，使可见或明显,The Metropolitan Museum is exhibiting Goya's works this month,unwrap;disclose;let on;bring out;reveal;discover;divulge;break;give away;let out;exhibit;display;uncover;queer;scupper;endanger;peril;debunk,cover,tell | show | uncover | affect | subject | ridicule | abandon | betray;blackwash;blow;come out of the closet;confide;leak;muckrake;out;reveal;spill the beans;spring | bench;brandish;flaunt;hold up;model;model;moon;open;pillory;produce | bare;unclothe;undrape;unmask;unveil;unwrap | face | compromise | overexpose;underexpose | unmask | hypernyms:subject;tell;show;uncover;affect;ridicule;abandon | hyponyms:air out;overexpose;sun;underexpose;ventilate;betray;blackwash;blow;come out of the closet;confide;leak;muckrake;out;reveal;spill the beans;spring;bench;brandish;flaunt;hold up;model;moon;open;pillory;produce;bare;unclothe;undrape;unmask;unveil;unwrap;face;compromise,,,托福雅思词汇
extract,verb,/ɪkˈstrækt/,移除，通常需用力或费劲,also used in an abstract sense,pull out;pull;pull up;take out;draw out;educe;evoke;elicit;distill;distil;press out;express;excerpt,,pull out | obtain | interpret | make | separate | get | choose | calculate | moonshine | ream | hypernyms:remove;obtain;interpret;make;separate;get;choose;calculate | hyponyms:demodulate;thread;wring out;moonshine;ream,,,托福雅思词汇
fortify,verb,/ˈfɔːtɪfaɪ/,,add nutrients to,strengthen;beef up;fort;arm;build up;gird;spike;lace,weaken;disarm,enclose | add | change | embattle;trench | forearm;rearm | hypernyms:change;enclose;add | hyponyms:batten;brace;buttress;confirm;reinforce;restrengthen;ruggedize;substantiate;undergird;vitalize;embattle;trench;forearm;rearm,,,托福雅思词汇
function,verb,/ˈfʌŋkʃən/,应用时表现如预期。,The washing machine won't go unless it's plugged in,work;operate;go;run;serve;officiate,malfunction,serve | act as;prelude | hypernyms:suffice;serve | hyponyms:cut;double;roll;run;service;act as;prelude,,,托福雅思词汇
generate,verb,/ˈdʒɛnəreɪt/,使存在,The new manager generated a lot of problems,bring forth;render;yield;return;give;beget;get;engender;father;mother;sire,,produce | make | hypernyms:make;produce | hyponyms:come up;develop;induce;release,,,托福雅思词汇
generate,verb,/ˈdʒɛnəreɪt/,生产（能源）,We can't generate enough power for the entire city,bring forth;render;yield;return;give;beget;get;engender;father;mother;sire,,produce | make | hypernyms:make;produce | hyponyms:come up;develop;induce;release,,,托福雅思词汇
hesitate,verb,ˈhezɪteɪt,暂停活动稍后继续,The speaker paused,waver;waffle;pause,,pause | hem and haw;scruple | hypernyms:delay | hyponyms:boggle;dwell on;falter;hover;hem and haw;scruple,,,托福雅思词汇
incite,verb,/ɪnˈsaɪt/,煽动或激起,incite a riot,motivate;actuate;propel;move;prompt;instigate;set off;stir up;prod;egg on,,provoke | goad;goose;halloo | hypernyms:cause;provoke | hyponyms:raise;goad;goose;halloo,,,托福雅思词汇
influence,verb,/ˈɪnflʊəns/,具有影响力或产生效果,The artist's work influenced the young painter,act upon;work;determine;shape;mold;regulate;charm;tempt,,cause | persuade | carry weight;decide;dispose;index;indispose;miscreate;pace;predetermine;reshape;time | magnetize | hypernyms:affect;cause;persuade | hyponyms:blackmail;carry;color;dominate;fix;get at;imprint;manipulate;militate;prejudice;swing;carry weight;decide;dispose;index;indispose;miscreate;pace;predetermine;reshape;time;magnetize,,,托福雅思词汇
inhibit,verb,/ɪnˈhɪbɪt/,自觉克制表现,"of emotions, desires, impulses, or behavior",suppress;stamp down;subdue;conquer;curb;bottle up,,restrict | impede | suppress | choke;quench;restrain | hypernyms:control;restrict;impede;suppress | hyponyms:burke;choke off;hush;silence;smother;squelch;stifle;wink;choke;quench;restrain,,,托福雅思词汇
inhibit,verb,/ɪnˈhɪbɪt/,,,suppress;stamp down;subdue;conquer;curb;bottle up,,restrict | impede | suppress | choke;quench;restrain | hypernyms:control;restrict;impede;suppress | hyponyms:burke;choke off;hush;silence;smother;squelch;stifle;wink;choke;quench;restrain,,,托福雅思词汇
integrate,verb,ˈɪntɪɡreɪt,融为一体,become integrated,incorporate;desegregate;mix,disintegrate;segregate;differentiate,change state | calculate | lysogenize;unify | hypernyms:compound;change state;calculate | hyponyms:build in;fold;re-incorporate;reintegrate;lysogenize;unify,,,托福雅思词汇
integrate,verb,ˈɪntɪɡreɪt,,calculate the integral of,incorporate;desegregate;mix,disintegrate;segregate;differentiate,change state | calculate | lysogenize;unify | hypernyms:compound;change state;calculate | hyponyms:build in;fold;re-incorporate;reintegrate;lysogenize;unify,,,托福雅思词汇
interpret,verb,/ɪnˈtɜːprɪt/,理解,assign a meaning to,construe;see;rede;render;represent;translate;understand;read,,explain | perform | re-create | repeat | understand | commentate;commentate;deconstruct;gloss;misinterpret;moralize;reinterpret | sing | animalize;capture;draw;graph;map;model;paint;picture;portray;portray;profile;sensualize;silhouette;stylize | gloss;latinize;mistranslate;retranslate | hypernyms:understand;explain;perform;re-create;repeat | hyponyms:allegorize;educe;literalize;misconstrue;mythicize;read;read between the lines;reinterpret;spiritualize;take;commentate;deconstruct;gloss;misinterpret;moralize;sing;animalize;capture;draw;graph;map;model;paint;picture;portray;profile;sensualize;silhouette;stylize;latinize;mistranslate;retranslate,,,托福雅思词汇
interpret,verb,/ɪnˈtɜːprɪt/,,give an interpretation or rendition of,construe;see;rede;render;represent;translate;understand;read,,explain | perform | re-create | repeat | understand | commentate;commentate;deconstruct;gloss;misinterpret;moralize;reinterpret | sing | animalize;capture;draw;graph;map;model;paint;picture;portray;portray;profile;sensualize;silhouette;stylize | gloss;latinize;mistranslate;retranslate | hypernyms:understand;explain;perform;re-create;repeat | hyponyms:allegorize;educe;literalize;misconstrue;mythicize;read;read between the lines;reinterpret;spiritualize;take;commentate;deconstruct;gloss;misinterpret;moralize;sing;animalize;capture;draw;graph;map;model;paint;picture;portray;profile;sensualize;silhouette;stylize;latinize;mistranslate;retranslate,,,托福雅思词汇
intervene,verb,/ˌɪntəˈviːn/,置于或位于其他事物之间，或在空间与事件之间延伸。,This interludes intervenes between the two movements,step in;interfere;interpose,,lie | happen | hypernyms:interact;lie;happen | hyponyms:interlope;meddle,,,托福雅思词汇
investigate,verb,/ɪnˈvɛstɪɡeɪt/,进行调查,The district attorney's office investigated reports of possible irregularities,look into;inquire;enquire,,inquire | enquire | probe | spy | hypernyms:analyze;probe | hyponyms:experiment;explore;probe;research;spy,,,托福雅思词汇
issue,verb,ˈɪʃuː,出来,Water issued from the hole in the wall,publish;bring out;put out;release;supply;emerge;come out;come forth;go forth;egress;write out;make out;cut,recall,distribute | communicate | write | free;reissue;unblock | come out;debouch;escape;fall;leak;pop out;radiate | check | hypernyms:publicize;distribute;communicate;write | hyponyms:edit;free;reissue;unblock;come out;debouch;escape;fall;leak;pop out;radiate;check,,,托福雅思词汇
issue,verb,ˈɪʃuː,传播或分发或配备,issue a new uniform to the children,publish;bring out;put out;release;supply;emerge;come out;come forth;go forth;egress;write out;make out;cut,recall,distribute | communicate | write | free;reissue;unblock | come out;debouch;escape;fall;leak;pop out;radiate | check | hypernyms:publicize;distribute;communicate;write | hyponyms:edit;free;reissue;unblock;come out;debouch;escape;fall;leak;pop out;radiate;check,,,托福雅思词汇
labor,verb,/ˈleɪbə/,努力工作,She was digging away at her math homework,tug;labour;push;drive;toil;fag;travail;grind;drudge;dig;moil,,work | undergo | hypernyms:fight;work;undergo | hyponyms:strive,,,托福雅思词汇
lecture,verb,/ˈlɛktʃə/,发表演讲或讲话,She will talk at Rutgers next week,talk;call on the carpet;take to task;rebuke;rag;trounce;reproof;reprimand;jaw;dress down;call down;scold;chide;berate;bawl out;remonstrate;chew out;chew up;have words;lambaste;lambast,,talk | knock | chastise;tell off | hypernyms:teach;knock | hyponyms:preach;chastise;tell off,,,托福雅思词汇
legitimate,verb,/lɪˈdʒɪtɪmət/,使（私生子）合法化,declare the legitimacy of (someone),legalize;legalise;decriminalize;decriminalise;legitimize;legitimise;legitimatize;legitimatise,outlaw;criminalize;criminalise,justify | change | hypernyms:permit;justify;change | hyponyms:monetize,,,托福雅思词汇
maintain,verb,/meɪnˈteɪn/,陈述或断言,He maintained his innocence,keep;hold;conserve;preserve;keep up;sustain;assert;asseverate;wield;exert;defend;uphold;observe,,defend | have | insist | record | affirm | confirm | embalm;hold the line;plastinate | carry;patronage;reseed | allege;predicate | vindicate | justify | hypernyms:keep;have;insist;record;affirm;confirm | hyponyms:conserve;continue;distance;hold over;housekeep;preserve;pressurize;embalm;hold the line;plastinate;carry;patronage;reseed;allege;predicate;vindicate;justify,,,托福雅思词汇
manipulate,verb,məˈnɪpjʊleɪt,巧妙掌控（他人或自己），通常以利己为目的,She manipulates her boss,pull strings;pull wires;fudge;fake;falsify;cook;wangle;misrepresent;rig;keep in line;control,,handle | cheat | price | interact | treat | juggle | handle;ingratiate;tease | hypernyms:influence;handle;cheat;price;interact;treat | hyponyms:knead;lay hands on;massage;mouse;operate;shuffle;tamper;toy;twiddle;wield;juggle;handle;ingratiate;tease,,,托福雅思词汇
measure,verb,/ˈmɛʒə/,测量尺寸,Measure the length of the wall,mensurate;measure out;quantify;evaluate;valuate;assess;appraise;value,,carry | be | evaluate | clock;fathom;gauge;meter;pace;plumb;scale;titrate;weigh | last;scale;stand;weigh | censor;grade;praise;rate;reassess;standardize | hypernyms:decide;carry;be;evaluate | hyponyms:calibrate;caliper;shoot;triangulate;clock;fathom;gauge;meter;pace;plumb;scale;titrate;weigh;last;stand;censor;grade;praise;rate;reassess;standardize,,,托福雅思词汇
measure,verb,/ˈmɛʒə/,评估或估计性质、质量、能力、范围或重要性,I will have the family jewels appraised by a professional,mensurate;measure out;quantify;evaluate;valuate;assess;appraise;value,,evaluate | carry | be | clock;fathom;gauge;meter;pace;plumb;scale;titrate;weigh | last;scale;stand;weigh | censor;grade;praise;rate;reassess;standardize | hypernyms:decide;carry;be;evaluate | hyponyms:calibrate;caliper;shoot;triangulate;clock;fathom;gauge;meter;pace;plumb;scale;titrate;weigh;last;stand;censor;grade;praise;rate;reassess;standardize,,,托福雅思词汇
migrate,verb,/maɪˈɡreɪt/,从一个国家或地区迁移到另一个国家或地区并定居下来,Many Germans migrated to South America in the mid-th century,transmigrate,,move | hypernyms:move | hyponyms:emigrate;immigrate,,,托福雅思词汇
migrate,verb,/maɪˈɡreɪt/,定期或季节性迁移,birds migrate in the Winter,transmigrate,,move | hypernyms:move | hyponyms:emigrate;immigrate,,,托福雅思词汇
