word,part_of_speech,phonetic,definition,example,synonyms,antonyms,usage_notes,audio_url,image_url,level
sponge,noun,/spʌndʒ/,原始多细胞海洋动物，其多孔身体由纤维骨架支撑；通常以固着群体形式存在。,,quick study;leech;parasite;sponger;poriferan;parazoan,,learner | follower | invertebrate | hypernyms:absorbent material;learner;follower;invertebrate | hyponyms:glass sponge,,,六级词汇
sponge,noun,/spʌndʒ/,海绵状多孔纤维交织体，构成多种海洋生物的内骨骼，可用于吸水；亦指具有类似吸水用途的多孔橡胶或纤维素制品。,,quick study;leech;parasite;sponger;poriferan;parazoan,,learner | follower | invertebrate | hypernyms:absorbent material;learner;follower;invertebrate | hyponyms:glass sponge,,,六级词汇
spotlight,noun,/ˈspɒtlaɪt/,聚光灯,,limelight;glare;public eye;spot,,lamp | hypernyms:prominence;lamp,,,六级词汇
sprawl,noun,/sprɔːl/,四肢伸展的笨拙姿势,,conurbation;urban sprawl;sprawling,,position | hypernyms:urban area;position | hyponyms:subtopia,,,六级词汇
sprinkle,noun,/ˈsprɪŋkəl/,洒水或泼水的动作；用圣水洒水进行洗礼；用温水喷洒麦芽。,,scattering;sprinkling;sparge,,watering | hypernyms:shower;watering,,,六级词汇
squad,noun,skwɒd,最小的军事单位,,team;police squad,,unit | team | a-team;baseball team;basketball team;battery;crew;defense;flying squad;football team;hit squad;hockey team;junior varsity;little-league team;major-league team;minor-league team;offense;police squad;powerhouse;second string;section;varsity | platoon;swat team;vice squad | hypernyms:army unit;unit;team | hyponyms:firing squad;a-team;baseball team;basketball team;battery;crew;defense;flying squad;football team;hit squad;hockey team;junior varsity;little-league team;major-league team;minor-league team;offense;police squad;powerhouse;second string;section;varsity;platoon;swat team;vice squad,,,六级词汇
stab,noun,/stæb/,一刀致命，直刺心脏。,,pang;twinge;thrust;knife thrust;shot,,blow | attempt | lunge;remise | hypernyms:feeling;blow;attempt | hyponyms:guilt pang;lunge;remise,,,六级词汇
stalk,noun,/stɔːk/,僵硬或威胁性的步态,,chaff;husk;shuck;straw;stubble;stem;stalking;still hunt;angry walk,,plant organ | hunt | pursuit | gait | axis;beanstalk;branch;bulb;cane;carpophore;caudex;cladode;corm;cornstalk;culm;cutting;filament;funicle;gynophore;haulm;petiole;petiolule;rhizome;scape;sporangiophore;stipe;stock;trunk;tuber | deerstalking | hypernyms:plant material;plant organ;hunt;pursuit;gait | hyponyms:bran;axis;beanstalk;branch;bulb;cane;carpophore;caudex;cladode;corm;cornstalk;culm;cutting;filament;funicle;gynophore;haulm;petiole;petiolule;rhizome;scape;sporangiophore;stipe;stock;trunk;tuber;deerstalking,,,六级词汇
stalk,noun,/stɔːk/,潜行追踪猎物,,chaff;husk;shuck;straw;stubble;stem;stalking;still hunt;angry walk,,plant organ | hunt | pursuit | gait | axis;beanstalk;branch;bulb;cane;carpophore;caudex;cladode;corm;cornstalk;culm;cutting;filament;funicle;gynophore;haulm;petiole;petiolule;rhizome;scape;sporangiophore;stipe;stock;trunk;tuber | deerstalking | hypernyms:plant material;plant organ;hunt;pursuit;gait | hyponyms:bran;axis;beanstalk;branch;bulb;cane;carpophore;caudex;cladode;corm;cornstalk;culm;cutting;filament;funicle;gynophore;haulm;petiole;petiolule;rhizome;scape;sporangiophore;stipe;stock;trunk;tuber;deerstalking,,,六级词汇
stalk,noun,/stɔːk/,潜行追踪或设伏狩猎。,,chaff;husk;shuck;straw;stubble;stem;stalking;still hunt;angry walk,,plant organ | hunt | pursuit | gait | axis;beanstalk;branch;bulb;cane;carpophore;caudex;cladode;corm;cornstalk;culm;cutting;filament;funicle;gynophore;haulm;petiole;petiolule;rhizome;scape;sporangiophore;stipe;stock;trunk;tuber | deerstalking | hypernyms:plant material;plant organ;hunt;pursuit;gait | hyponyms:bran;axis;beanstalk;branch;bulb;cane;carpophore;caudex;cladode;corm;cornstalk;culm;cutting;filament;funicle;gynophore;haulm;petiole;petiolule;rhizome;scape;sporangiophore;stipe;stock;trunk;tuber;deerstalking,,,六级词汇
stalk,noun,/stɔːk/,支撑植物、真菌、植物部分或植物器官的细长结构。,,chaff;husk;shuck;straw;stubble;stem;stalking;still hunt;angry walk,,plant organ | hunt | pursuit | gait | axis;beanstalk;branch;bulb;cane;carpophore;caudex;cladode;corm;cornstalk;culm;cutting;filament;funicle;gynophore;haulm;petiole;petiolule;rhizome;scape;sporangiophore;stipe;stock;trunk;tuber | deerstalking | hypernyms:plant material;plant organ;hunt;pursuit;gait | hyponyms:bran;axis;beanstalk;branch;bulb;cane;carpophore;caudex;cladode;corm;cornstalk;culm;cutting;filament;funicle;gynophore;haulm;petiole;petiolule;rhizome;scape;sporangiophore;stipe;stock;trunk;tuber;deerstalking,,,六级词汇
stall,noun,/stɔːl/,一种用于误导或拖延的策略,,booth;cubicle;kiosk;stand;sales booth;carrel;carrell;stalling,,closet | booth | malfunction | seating | alcove | obstruction | coffee stall;newsstand | stonewalling | hypernyms:compartment;closet;booth;malfunction;seating;alcove;obstruction | hyponyms:confessional;polling booth;prompt box;shower stall;telephone booth;tollbooth;voting booth;coffee stall;newsstand;stonewalling,,,六级词汇
stall,noun,/stɔːl/,展销摊位,,booth;cubicle;kiosk;stand;sales booth;carrel;carrell;stalling,,closet | booth | malfunction | seating | alcove | obstruction | coffee stall;newsstand | stonewalling | hypernyms:compartment;closet;booth;malfunction;seating;alcove;obstruction | hyponyms:confessional;polling booth;prompt box;shower stall;telephone booth;tollbooth;voting booth;coffee stall;newsstand;stonewalling,,,六级词汇
stall,noun,/stɔːl/,马厩中用于单独圈养和喂养单匹牲畜的隔间,,booth;cubicle;kiosk;stand;sales booth;carrel;carrell;stalling,,closet | booth | malfunction | seating | alcove | obstruction | coffee stall;newsstand | stonewalling | hypernyms:compartment;closet;booth;malfunction;seating;alcove;obstruction | hyponyms:confessional;polling booth;prompt box;shower stall;telephone booth;tollbooth;voting booth;coffee stall;newsstand;stonewalling,,,六级词汇
stall,noun,/stɔːl/,剧院主层前区座位,,booth;cubicle;kiosk;stand;sales booth;carrel;carrell;stalling,,closet | booth | malfunction | seating | alcove | obstruction | coffee stall;newsstand | stonewalling | hypernyms:compartment;closet;booth;malfunction;seating;alcove;obstruction | hyponyms:confessional;polling booth;prompt box;shower stall;telephone booth;tollbooth;voting booth;coffee stall;newsstand;stonewalling,,,六级词汇
stall,noun,/stɔːl/,飞机突然失速，导致失控下坠。,,booth;cubicle;kiosk;stand;sales booth;carrel;carrell;stalling,,closet | booth | malfunction | seating | alcove | obstruction | coffee stall;newsstand | stonewalling | hypernyms:compartment;closet;booth;malfunction;seating;alcove;obstruction | hyponyms:confessional;polling booth;prompt box;shower stall;telephone booth;tollbooth;voting booth;coffee stall;newsstand;stonewalling,,,六级词汇
stammer,noun,/stæmə/,一种言语障碍，表现为说话时犹豫不决且不自主地重复某些音节。,,stutter,,hypernyms:speech disorder,,,六级词汇
stance,noun,/stɑːns/,站立姿势,,position;posture,,attitude | hard line;point of view | hypernyms:position;attitude | hyponyms:address;attention;erectness;hard line;point of view,,,六级词汇
standby,noun,/ˈstændbaɪ/,需要时靠得住的东西,,understudy,,actor | hypernyms:thing;actor,,,六级词汇
staple,noun,/ˈsteɪpəl/,回形针,,basic;staple fiber;staple fibre;raw material,,natural fiber | material | nail | paper fastener | hypernyms:commodity;natural fiber;material;nail;paper fastener | hyponyms:feedstock,,,六级词汇
staple,noun,/ˈsteɪpəl/,U型线缆固定钉,,basic;staple fiber;staple fibre;raw material,,natural fiber | material | nail | paper fastener | hypernyms:commodity;natural fiber;material;nail;paper fastener | hyponyms:feedstock,,,六级词汇
staple,noun,/ˈsteɪpəl/,天然纤维（原棉、羊毛、大麻、亚麻）可捻成纱线；短纤维长度差异显著。,,basic;staple fiber;staple fibre;raw material,,natural fiber | material | nail | paper fastener | hypernyms:commodity;natural fiber;material;nail;paper fastener | hyponyms:feedstock,,,六级词汇
static,noun,/ˈstætɪk/,愤怒的批评；他们很可能会对你的社论提出很多反对意见。,,atmospherics;atmospheric static,,criticism | hypernyms:noise;criticism | hyponyms:radio noise,,,六级词汇
static,noun,/ˈstætɪk/,由电干扰引起的噼啪声或嘶嘶声,,atmospherics;atmospheric static,,criticism | hypernyms:noise;criticism | hyponyms:radio noise,,,六级词汇
stationery,noun,/ˈsteɪʃənəri/,信纸，裁切至适宜书写信件的大小；通常配有相应信封。,,letter paper,,hypernyms:writing paper | hyponyms:letterhead,,,六级词汇
stereotype,noun,ˈstɛrɪətaɪp,一种传统或公式化的观念或形象；地域刻板印象自美国建国以来便一直存在。,,,,hypernyms:representation,,,六级词汇
stern,noun,stɜːn,船尾,,after part;quarter;poop;tail;Stern;Isaac Stern;buttocks;nates;arse;butt;backside;bum;buns;can;fundament;hindquarters;hind end;keister;posterior;prat;rear;rear end;rump;seat;tail end;tooshie;tush;bottom;behind;derriere;fanny;ass,,body part | hypernyms:rear;body part,,,六级词汇
stifle,noun,/ˈstaɪfəl/,四足动物股骨与胫骨之间的关节；相当于人类的膝关节。,,knee,,hypernyms:joint,,,六级词汇
stigma,noun,ˈstɪɡmə,某些疾病的诊断体征——皮肤病变,,mark;brand;stain,,symbol | spiracle | blemish | hypernyms:reproductive structure;symbol;spiracle;blemish | hyponyms:bar sinister;cloven hoof;demerit,,,六级词汇
stigma,noun,ˈstɪɡmə,陆生节肢动物的外气管孔,,mark;brand;stain,,symbol | spiracle | blemish | hypernyms:reproductive structure;symbol;spiracle;blemish | hyponyms:bar sinister;cloven hoof;demerit,,,六级词汇
stigma,noun,ˈstɪɡmə,花柱顶端，花粉由此进入雌蕊。,,mark;brand;stain,,symbol | spiracle | blemish | hypernyms:reproductive structure;symbol;spiracle;blemish | hyponyms:bar sinister;cloven hoof;demerit,,,六级词汇
stitch,noun,stɪtʃ,针脚,,,,pain | hypernyms:sewing;pain | hyponyms:crochet stitch;knitting stitch;sewing stitch,,,六级词汇
stitch,noun,stɪtʃ,跑步引起的侧腹剧痛,,,,pain | hypernyms:sewing;pain | hyponyms:crochet stitch;knitting stitch;sewing stitch,,,六级词汇
stoop,noun,stuːp,上半身前倾并向下弯曲,,stoup;stoep,,basin | porch | hypernyms:inclination;basin;porch,,,六级词汇
stoop,noun,stuːp,门廊,,stoup;stoep,,basin | porch | hypernyms:inclination;basin;porch,,,六级词汇
stout,noun,staʊt,加大码,,,,size | hypernyms:ale;size | hyponyms:guinness,,,六级词汇
stout,noun,staʊt,一种浓郁、深色、酒体厚重的艾尔啤酒，采用淡色麦芽、烘焙未发芽大麦及（常含）焦糖麦芽与啤酒花酿制而成。,,,,size | hypernyms:ale;size | hyponyms:guinness,,,六级词汇
strait,noun,/stɹeɪt/,连接两大水域的狭窄海峡,,sound;pass;straits,,situation | desperate straits | hypernyms:channel;situation | hyponyms:narrow;desperate straits,,,六级词汇
strand,noun,strænd,由纤维或细丝复合而成，经捻合形成线、绳或缆的线条。,,chain;string;fibril;filament;Strand,,line | necklace | fiber | shore | barb;chromatid;cobweb;hypha;myofibril;paraphysis;rhizoid | hypernyms:form;line;necklace;fiber;shore | hyponyms:ply;rope yarn;barb;chromatid;cobweb;hypha;myofibril;paraphysis;rhizoid,,,六级词汇
strand,noun,strænd,在一个更大的结构整体中形成统一性的模式；他试图拾起过去生活的线索；我能同时听到几条旋律线。,,chain;string;fibril;filament;Strand,,line | necklace | fiber | shore | barb;chromatid;cobweb;hypha;myofibril;paraphysis;rhizoid | hypernyms:form;line;necklace;fiber;shore | hyponyms:ply;rope yarn;barb;chromatid;cobweb;hypha;myofibril;paraphysis;rhizoid,,,六级词汇
strand,noun,strænd,潮间带,,chain;string;fibril;filament;Strand,,line | necklace | fiber | shore | barb;chromatid;cobweb;hypha;myofibril;paraphysis;rhizoid | hypernyms:form;line;necklace;fiber;shore | hyponyms:ply;rope yarn;barb;chromatid;cobweb;hypha;myofibril;paraphysis;rhizoid,,,六级词汇
stray,noun,streɪ,走失的动物（尤指家畜）,,,,hypernyms:domestic animal,,,六级词汇
streak,noun,/striːk/,一个显著特点；他性格中有一股倔强；一丝野性。,,run;stripe;bar,,characteristic | marking | flash | band | hypernyms:succession;characteristic;marking;flash | hyponyms:losing streak;winning streak;band,,,六级词汇
streak,noun,/striːk/,电光一闪,,run;stripe;bar,,characteristic | marking | flash | band | hypernyms:succession;characteristic;marking;flash | hyponyms:losing streak;winning streak;band,,,六级词汇
streak,noun,/striːk/,一连串的事件；遭遇了一连串的倒霉事；尼克劳斯连续打出了一系列小鸟球。,,run;stripe;bar,,characteristic | marking | flash | band | hypernyms:succession;characteristic;marking;flash | hyponyms:losing streak;winning streak;band,,,六级词汇
stump,noun,/stʌmp/,（板球）构成三柱门的三个直立木柱之一。,,tree stump;dais;podium;pulpit;rostrum;ambo;soapbox,,body part | post | platform | hypernyms:plant part;body part;post;platform | hyponyms:stool,,,六级词汇
stump,noun,/stʌmp/,残肢；残牙,,tree stump;dais;podium;pulpit;rostrum;ambo;soapbox,,body part | post | platform | hypernyms:plant part;body part;post;platform | hyponyms:stool,,,六级词汇
stump,noun,/stʌmp/,树桩,,tree stump;dais;podium;pulpit;rostrum;ambo;soapbox,,body part | post | platform | hypernyms:plant part;body part;post;platform | hyponyms:stool,,,六级词汇
submarine,noun,/ˌsʌbməˈriːn/,通常装备鱼雷的潜水战舰,,pigboat;sub;U-boat;bomber;grinder;hero;hero sandwich;hoagie;hoagy;Cuban sandwich;Italian sandwich;poor boy;submarine sandwich;torpedo;wedge;zep,,sandwich | hypernyms:submersible;sandwich | hyponyms:attack submarine;auxiliary research submarine;fleet ballistic missile submarine;nautilus,,,六级词汇
subordinate,noun,/səˈbɔːdɪnət/,受制于他人权威或控制的助手,,subsidiary;underling;foot soldier;hyponym;subordinate word,,word | hypernyms:assistant;word | hyponyms:associate;bottom dog;cog;man;second fiddle,,,六级词汇
subsidy,noun,/ˈsʌbsɪdi/,政府向有益于公众的企业发放的补助金；人工智能研究补贴。,,,,hypernyms:grant | hyponyms:price support;subvention,,,六级词汇
subsistence,noun,/səbˈsɪstəns/,维持生存的最低（或边缘）资源；社会保障仅提供基本生存所需。,,,,survival | being | hypernyms:support;survival;being,,,六级词汇
subsistence,noun,/səbˈsɪstəns/,实际存在；具有实体,,,,survival | being | hypernyms:support;survival;being,,,六级词汇
subsistence,noun,/səbˈsɪstəns/,生存之道；农耕乃艰辛的谋生手段。,,,,survival | being | hypernyms:support;survival;being,,,六级词汇
suicide,noun,/ˈsuːɪsaɪd/,自杀行为；自杀是犯罪。,,self-destruction;self-annihilation;felo-de-se,,killer | hypernyms:killing;killer | hyponyms:assisted suicide;felo-de-se;harakiri;suttee,,,六级词汇
suicide,noun,/ˈsuːɪsaɪd/,自杀者,,self-destruction;self-annihilation;felo-de-se,,killer | hypernyms:killing;killer | hyponyms:assisted suicide;felo-de-se;harakiri;suttee,,,六级词汇
suite,noun,/swiːt/,套房,,rooms;cortege;retinue;entourage,,apartment | gathering | set | court | bedroom suite;diningroom suite;livingroom suite | hypernyms:musical composition;apartment;gathering;set | hyponyms:partita;court;bedroom suite;diningroom suite;livingroom suite,,,六级词汇
suite,noun,/swiːt/,一部由多个乐章组成的音乐作品，各乐章之间联系松散,,rooms;cortege;retinue;entourage,,apartment | gathering | set | court | bedroom suite;diningroom suite;livingroom suite | hypernyms:musical composition;apartment;gathering;set | hyponyms:partita;court;bedroom suite;diningroom suite;livingroom suite,,,六级词汇
suite,noun,/swiːt/,一套配套家具,,rooms;cortege;retinue;entourage,,apartment | gathering | set | court | bedroom suite;diningroom suite;livingroom suite | hypernyms:musical composition;apartment;gathering;set | hyponyms:partita;court;bedroom suite;diningroom suite;livingroom suite,,,六级词汇
superintendent,noun,/ˌsuːpərɪnˈtɛndənt/,公寓管理员；代表业主负责维修和收租。,,overseer;super,,caretaker | hypernyms:supervisor;caretaker | hyponyms:ramrod;school superintendent,,,六级词汇
superstition,noun,/ˌsuːpəˈstɪʃən/,源于无知或恐惧的非理性信念,,superstitious notion,,hypernyms:belief,,,六级词汇
surveillance,noun,/sɜːˈveɪləns/,监视（通常由警方执行）,,,,hypernyms:police work | hyponyms:electronic surveillance;stakeout;surveillance of disease;watch,,,六级词汇
swamp,noun,/swɒmp/,季节性洪泛的低洼地；比沼泽地有更多木本植物，排水条件优于泥炭地。,,swampland,,situation | hypernyms:wetland;situation | hyponyms:slough,,,六级词汇
swamp,noun,/swɒmp/,困境重重，前途未卜；他深陷医疗泥潭。,,swampland,,situation | hypernyms:wetland;situation | hyponyms:slough,,,六级词汇
symmetry,noun,/ˈsɪmɪtri/,对称性,,symmetricalness;correspondence;balance;proportion;isotropy,asymmetry;disproportion;anisotropy,balance | property | hypernyms:spatial property;balance;property | hyponyms:bilaterality;radial symmetry;regularity,,,六级词汇
symmetry,noun,/ˈsɪmɪtri/,各部分之间的平衡,,symmetricalness;correspondence;balance;proportion;isotropy,asymmetry;disproportion;anisotropy,balance | property | hypernyms:spatial property;balance;property | hyponyms:bilaterality;radial symmetry;regularity,,,六级词汇
symphony,noun,/ˈsɪmfəni/,一首为交响乐团创作的长篇复杂奏鸣曲,,symphonic music;symphony orchestra;philharmonic,,orchestra | hypernyms:sonata;orchestra,,,六级词汇
symposium,noun,/sɪmˈpəʊziəm/,公开研讨会,,,,hypernyms:conference,,,六级词汇
syndicate,noun,/ˈsɪndɪkət/,负责有组织犯罪活动的松散帮派联盟,,crime syndicate;mob;family;consortium;pool,,association | news agency | trust | hypernyms:organized crime;association;news agency | hyponyms:mafia;trust,,,六级词汇
syndicate,noun,/ˈsɪndɪkət/,供稿社,,crime syndicate;mob;family;consortium;pool,,association | news agency | trust | hypernyms:organized crime;association;news agency | hyponyms:mafia;trust,,,六级词汇
syndrome,noun,/ˈsɪndrəʊm/,并发事物的复合体；每个词都有一系列含义的综合症候。,,,,symptom | hypernyms:complex;symptom | hyponyms:attention deficit disorder;autism;cervical disc syndrome;chinese restaurant syndrome;conn's syndrome;fetal alcohol syndrome;gulf war syndrome;horner's syndrome;klinefelter's syndrome;malabsorption syndrome;munchausen's syndrome;nephrotic syndrome;noonan's syndrome;phantom limb syndrome;premenstrual syndrome;radiation sickness;ramsay hunt syndrome;reiter's syndrome;restless legs syndrome;reye's syndrome;scalenus syndrome;tetany;tetralogy of fallot;thoracic outlet syndrome;tietze's syndrome;tourette's syndrome;toxic shock;waterhouse-friderichsen syndrome;williams syndrome;zollinger-ellison syndrome,,,六级词汇
syndrome,noun,/ˈsɪndrəʊm/,某种疾病的症状模式,,,,symptom | hypernyms:complex;symptom | hyponyms:attention deficit disorder;autism;cervical disc syndrome;chinese restaurant syndrome;conn's syndrome;fetal alcohol syndrome;gulf war syndrome;horner's syndrome;klinefelter's syndrome;malabsorption syndrome;munchausen's syndrome;nephrotic syndrome;noonan's syndrome;phantom limb syndrome;premenstrual syndrome;radiation sickness;ramsay hunt syndrome;reiter's syndrome;restless legs syndrome;reye's syndrome;scalenus syndrome;tetany;tetralogy of fallot;thoracic outlet syndrome;tietze's syndrome;tourette's syndrome;toxic shock;waterhouse-friderichsen syndrome;williams syndrome;zollinger-ellison syndrome,,,六级词汇
synonym,noun,/ˈsɪnənɪm/,在特定语境下可互换的两个词被称为该语境下的同义词。,,equivalent word,antonym,hypernyms:word,,,六级词汇
synthesis,noun,ˈsɪnθəsɪs,思想融合成复杂整体,,synthetic thinking;deduction;deductive reasoning,analysis,reasoning | syllogism | hypernyms:chemical process;reasoning | hyponyms:biosynthesis;chemosynthesis;nucleosynthesis;syllogism,,,六级词汇
synthesis,noun,ˈsɪnθəsɪs,合成化学物质的过程（通常通过较简单化合物的结合）,,synthetic thinking;deduction;deductive reasoning,analysis,reasoning | syllogism | hypernyms:chemical process;reasoning | hyponyms:biosynthesis;chemosynthesis;nucleosynthesis;syllogism,,,六级词汇
taboo,noun,/təˈbuː/,禁忌,,tabu,,inhibition | hypernyms:bias;inhibition,,,六级词汇
taboo,noun,/təˈbuː/,禁忌（尤其在波利尼西亚及南太平洋诸岛）因神圣性而禁止使用或提及某物的偏见,,tabu,,inhibition | hypernyms:bias;inhibition,,,六级词汇
tack,noun,/tæk/,曲折航行,,stable gear;saddlery;sheet;mainsheet;weather sheet;shroud;tacking,,nail | gear | line | change of course | sailing | bit;caparison;cinch;hame;harness;headgear;martingale;saddle blanket;yoke | futtock shroud | hypernyms:bearing;nail;gear;line;change of course;sailing | hyponyms:carpet tack;thumbtack;tintack;bit;caparison;cinch;hame;harness;headgear;martingale;saddle blanket;yoke;futtock shroud,,,六级词汇
tack,noun,/tæk/,改变航向,,stable gear;saddlery;sheet;mainsheet;weather sheet;shroud;tacking,,nail | gear | line | change of course | sailing | bit;caparison;cinch;hame;harness;headgear;martingale;saddle blanket;yoke | futtock shroud | hypernyms:bearing;nail;gear;line;change of course;sailing | hyponyms:carpet tack;thumbtack;tintack;bit;caparison;cinch;hame;harness;headgear;martingale;saddle blanket;yoke;futtock shroud,,,六级词汇
tack,noun,/tæk/,短钉，尖头大帽。,,stable gear;saddlery;sheet;mainsheet;weather sheet;shroud;tacking,,nail | gear | line | change of course | sailing | bit;caparison;cinch;hame;harness;headgear;martingale;saddle blanket;yoke | futtock shroud | hypernyms:bearing;nail;gear;line;change of course;sailing | hyponyms:carpet tack;thumbtack;tintack;bit;caparison;cinch;hame;harness;headgear;martingale;saddle blanket;yoke;futtock shroud,,,六级词汇
tack,noun,/tæk/,船帆调整后的航向或位置,,stable gear;saddlery;sheet;mainsheet;weather sheet;shroud;tacking,,nail | gear | line | change of course | sailing | bit;caparison;cinch;hame;harness;headgear;martingale;saddle blanket;yoke | futtock shroud | hypernyms:bearing;nail;gear;line;change of course;sailing | hyponyms:carpet tack;thumbtack;tintack;bit;caparison;cinch;hame;harness;headgear;martingale;saddle blanket;yoke;futtock shroud,,,六级词汇
tact,noun,tækt,待人接物时需考虑周全，避免冒犯他人。,,tactfulness,tactlessness,hypernyms:consideration | hyponyms:delicacy;savoir-faire,,,六级词汇
tactic,noun,/ˈtæktɪk/,实现特定目标的计划,,tactics;maneuver;manoeuvre,,hypernyms:plan of action,,,六级词汇
tan,noun,tæn,浅棕色，如黄玉之色。,,suntan;sunburn;burn;topaz;tangent,,light brown | trigonometric function | hypernyms:hyperpigmentation;light brown;trigonometric function,,,六级词汇
tan,noun,tæn,皮肤因日晒而变黑,,suntan;sunburn;burn;topaz;tangent,,light brown | trigonometric function | hypernyms:hyperpigmentation;light brown;trigonometric function,,,六级词汇
tangle,noun,/ˈtæŋɡəl/,杂乱无章或混乱不堪；政府法规的一团乱麻。,,snarl;maze,,perplexity | hypernyms:natural object;perplexity | hyponyms:hairball;shag,,,六级词汇
tangle,noun,/ˈtæŋɡəl/,盘根错节，藤蔓丛生，他们从中劈开一条路来。,,snarl;maze,,perplexity | hypernyms:natural object;perplexity | hyponyms:hairball;shag,,,六级词汇
tanker,noun,/ˈtæŋkə/,驾驶坦克的士兵,,oil tanker;oiler;tank ship;tank driver,,soldier | hypernyms:cargo ship;soldier | hyponyms:supertanker,,,六级词汇
tease,noun,/tiːz/,戏弄或恶意骚扰他人的行为（尤指通过嘲笑）；以持续烦扰挑衅他人；他无视了他们的戏弄；他的调侃虽温和却持续不断。,,teaser;annoyer;vexer;coquette;flirt;vamp;vamper;minx;prickteaser;teasing;ribbing;tantalization,,woman | harassment | hypernyms:unwelcome person;woman;harassment,,,六级词汇
tease,noun,/tiːz/,爱戏弄人者,,teaser;annoyer;vexer;coquette;flirt;vamp;vamper;minx;prickteaser;teasing;ribbing;tantalization,,woman | harassment | hypernyms:unwelcome person;woman;harassment,,,六级词汇
temperament,noun,/ˈtɛmp(ə)rəmənt/,调整音程（如调校键盘乐器），使音阶可用于演奏不同调性。,,disposition,,emotionality | adjustment | equal temperament | hypernyms:nature;emotionality;adjustment | hyponyms:agreeableness;aloneness;animalism;blood;bloodiness;composure;disagreeableness;discomposure;epicurism;esprit de corps;friendliness;good nature;gourmandism;heart;ill nature;moodiness;nervousness;optimism;perfectionism;permissiveness;pessimism;unfriendliness;unpermissiveness;unsociability;unwillingness;willingness;equal temperament,,,六级词汇
temperament,noun,/ˈtɛmp(ə)rəmənt/,过度情绪化或易怒与激动（尤指公开表露时）,,disposition,,emotionality | adjustment | equal temperament | hypernyms:nature;emotionality;adjustment | hyponyms:agreeableness;aloneness;animalism;blood;bloodiness;composure;disagreeableness;discomposure;epicurism;esprit de corps;friendliness;good nature;gourmandism;heart;ill nature;moodiness;nervousness;optimism;perfectionism;permissiveness;pessimism;unfriendliness;unpermissiveness;unsociability;unwillingness;willingness;equal temperament,,,六级词汇
tempo,noun,/ˈtɛmpəʊ/,乐曲的演奏速度,,pacing;pace,,rate | beats per minute | hypernyms:musical time;rate | hyponyms:accelerando;allegretto;allegro;andante;meno mosso;rubato;beats per minute,,,六级词汇
tempo,noun,/ˈtɛmpəʊ/,某些重复事件的频率,,pacing;pace,,rate | beats per minute | hypernyms:musical time;rate | hyponyms:accelerando;allegretto;allegro;andante;meno mosso;rubato;beats per minute,,,六级词汇
tenant,noun,/ˈtɛnənt/,向他人支付租金以使用其土地、建筑或车辆的人；房东可以驱逐未支付租金的租户。,,renter,,holder | resident | cotenant;life tenant;tenant farmer | hypernyms:payer;holder;resident | hyponyms:leaseholder;lodger;cotenant;life tenant;tenant farmer,,,六级词汇
tenant,noun,/ˈtɛnənt/,任何居住在某处的居住者,,renter,,holder | resident | cotenant;life tenant;tenant farmer | hypernyms:payer;holder;resident | hyponyms:leaseholder;lodger;cotenant;life tenant;tenant farmer,,,六级词汇
tenant,noun,/ˈtɛnənt/,建筑物或土地的持有者（无论以何种产权形式，如所有权或租赁权）,,renter,,holder | resident | cotenant;life tenant;tenant farmer | hypernyms:payer;holder;resident | hyponyms:leaseholder;lodger;cotenant;life tenant;tenant farmer,,,六级词汇
tenure,noun,/ˈtɛnjə/,持有财产的权利；古代土地持有等级制度的一部分,,term of office;incumbency;land tenure,,legal right | copyhold;freehold;villeinage | hypernyms:term;legal right | hyponyms:episcopate;presidency;vice-presidency;copyhold;freehold;villeinage,,,六级词汇
tenure,noun,/ˈtɛnjə/,任期,,term of office;incumbency;land tenure,,legal right | copyhold;freehold;villeinage | hypernyms:term;legal right | hyponyms:episcopate;presidency;vice-presidency;copyhold;freehold;villeinage,,,六级词汇
terrace,noun,/ˈtɛrəs/,一排风格相似、共用隔墙的房屋（或它们所临的街道）；格罗夫纳排屋,,patio;bench,,tableland | row | hypernyms:area;tableland;row | hyponyms:suntrap,,,六级词汇
terrace,noun,/ˈtɛrəs/,阶地,,patio;bench,,tableland | row | hypernyms:area;tableland;row | hyponyms:suntrap,,,六级词汇
terrain,noun,/təˈreɪn/,一片具有特定特征或军事潜力的土地；他们决定穿越岩石地带发起进攻。,,,,hypernyms:tract,,,六级词汇
testimony,noun,/ˈtɛstɪməni/,他的努力证明了他的奉献。,,testimonial,,assertion | evidence | good authority;testament | hypernyms:evidence;assertion | hyponyms:affidavit;attestation;declaration;subornation;witness;good authority;testament,,,六级词汇
testimony,noun,/ˈtɛstɪməni/,根据他本人的证词，他无法做到这一点。,,testimonial,,assertion | evidence | good authority;testament | hypernyms:evidence;assertion | hyponyms:affidavit;attestation;declaration;subornation;witness;good authority;testament,,,六级词汇
testimony,noun,/ˈtɛstɪməni/,宣誓后作出的庄严声明,,testimonial,,assertion | evidence | good authority;testament | hypernyms:evidence;assertion | hyponyms:affidavit;attestation;declaration;subornation;witness;good authority;testament,,,六级词汇
